Date,Time,Time Interval,Number of Swipes,Dining Hall,Month of the Year,Dining Menu Quality,Exam/Reading Period or Weekend,Number of Students on Campus,Campus Events with Takeout Food,Number of Students on Declining Balance
9/30/24,17:30,3,155,1,9,4,0,1711,0,1600
9/30/24,17:30,3,156,0,9,4,0,1711,0,1600
9/30/24,17:45,4,173,1,9,4,0,1711,0,1600
9/30/24,17:45,4,153,0,9,4,0,1711,0,1600
9/30/24,18:00,5,341,1,9,4,0,1711,0,1600
9/30/24,18:00,5,250,0,9,4,0,1711,0,1600
9/30/24,18:15,6,308,1,9,4,0,1711,0,1600
9/30/24,18:15,6,250,0,9,4,0,1711,0,1600
9/30/24,18:30,7,349,1,9,4,0,1711,0,1600
9/30/24,18:30,7,225,0,9,4,0,1711,0,1600
9/30/24,18:45,8,183,1,9,4,0,1711,0,1600
9/30/24,18:45,8,137,0,9,4,0,1711,0,1600
9/30/24,19:00,9,183,1,9,4,0,1711,0,1600
9/30/24,19:00,9,134,0,9,4,0,1711,0,1600
9/30/24,19:15,10,189,1,9,4,0,1711,0,1600
9/30/24,19:15,10,119,0,9,4,0,1711,0,1600
9/30/24,19:30,11,192,1,9,4,0,1711,0,1600
9/30/24,19:30,11,144,0,9,4,0,1711,0,1600
9/30/24,19:45,12,161,1,9,4,0,1711,0,1600
9/30/24,19:45,12,114,0,9,4,0,1711,0,1600
10/1/24,17:00,1,205,1,10,4,0,1711,0,1600
10/1/24,17:00,1,134,0,10,4,0,1711,0,1600
10/1/24,17:15,2,193,1,10,4,0,1711,0,1600
10/1/24,17:15,2,164,0,10,4,0,1711,0,1600
10/1/24,17:30,3,175,1,10,4,0,1711,0,1600
10/1/24,17:30,3,148,0,10,4,0,1711,0,1600
10/1/24,17:45,4,185,1,10,4,0,1711,0,1600
10/1/24,17:45,4,144,0,10,4,0,1711,0,1600
10/1/24,18:00,5,350,1,10,4,0,1711,0,1600
10/1/24,18:00,5,250,0,10,4,0,1711,0,1600
10/1/24,18:15,6,283,1,10,4,0,1711,0,1600
10/1/24,18:15,6,250,0,10,4,0,1711,0,1600
10/1/24,18:30,7,343,1,10,4,0,1711,0,1600
10/1/24,18:30,7,250,0,10,4,0,1711,0,1600
10/1/24,18:45,8,182,1,10,4,0,1711,0,1600
10/1/24,18:45,8,143,0,10,4,0,1711,0,1600
10/1/24,19:00,9,157,1,10,4,0,1711,0,1600
10/1/24,19:00,9,131,0,10,4,0,1711,0,1600
10/1/24,19:15,10,169,1,10,4,0,1711,0,1600
10/1/24,19:15,10,138,0,10,4,0,1711,0,1600
10/1/24,19:30,11,189,1,10,4,0,1711,0,1600
10/1/24,19:30,11,123,0,10,4,0,1711,0,1600
10/1/24,19:45,12,178,1,10,4,0,1711,0,1600
10/1/24,19:45,12,163,0,10,4,0,1711,0,1600
10/2/24,17:00,1,153,1,10,3,0,1711,0,1600
10/2/24,17:00,1,117,0,10,3,0,1711,0,1600
10/2/24,17:15,2,145,1,10,3,0,1711,0,1600
10/2/24,17:15,2,129,0,10,3,0,1711,0,1600
10/2/24,17:30,3,169,1,10,3,0,1711,0,1600
10/2/24,17:30,3,132,0,10,3,0,1711,0,1600
10/2/24,17:45,4,179,1,10,3,0,1711,0,1600
10/2/24,17:45,4,128,0,10,3,0,1711,0,1600
10/2/24,18:00,5,280,1,10,3,0,1711,0,1600
10/2/24,18:00,5,211,0,10,3,0,1711,0,1600
10/2/24,18:15,6,318,1,10,3,0,1711,0,1600
10/2/24,18:15,6,242,0,10,3,0,1711,0,1600
10/2/24,18:30,7,338,1,10,3,0,1711,0,1600
10/2/24,18:30,7,240,0,10,3,0,1711,0,1600
10/2/24,18:45,8,195,1,10,3,0,1711,0,1600
10/2/24,18:45,8,109,0,10,3,0,1711,0,1600
10/2/24,19:00,9,160,1,10,3,0,1711,0,1600
10/2/24,19:00,9,126,0,10,3,0,1711,0,1600
10/2/24,19:15,10,181,1,10,3,0,1711,0,1600
10/2/24,19:15,10,136,0,10,3,0,1711,0,1600
10/2/24,19:30,11,151,1,10,3,0,1711,0,1600
10/2/24,19:30,11,137,0,10,3,0,1711,0,1600
10/2/24,19:45,12,172,1,10,3,0,1711,0,1600
10/2/24,19:45,12,139,0,10,3,0,1711,0,1600
10/3/24,17:00,1,133,1,10,2,0,1711,0,1600
10/3/24,17:00,1,114,0,10,2,0,1711,0,1600
10/3/24,17:15,2,138,1,10,2,0,1711,0,1600
10/3/24,17:15,2,107,0,10,2,0,1711,0,1600
10/3/24,17:30,3,129,1,10,2,0,1711,0,1600
10/3/24,17:30,3,110,0,10,2,0,1711,0,1600
10/3/24,17:45,4,147,1,10,2,0,1711,0,1600
10/3/24,17:45,4,94,0,10,2,0,1711,0,1600
10/3/24,18:00,5,301,1,10,2,0,1711,0,1600
10/3/24,18:00,5,235,0,10,2,0,1711,0,1600
10/3/24,18:15,6,303,1,10,2,0,1711,0,1600
10/3/24,18:15,6,228,0,10,2,0,1711,0,1600
10/3/24,18:30,7,260,1,10,2,0,1711,0,1600
10/3/24,18:30,7,206,0,10,2,0,1711,0,1600
10/3/24,18:45,8,177,1,10,2,0,1711,0,1600
10/3/24,18:45,8,115,0,10,2,0,1711,0,1600
10/3/24,19:00,9,138,1,10,2,0,1711,0,1600
10/3/24,19:00,9,109,0,10,2,0,1711,0,1600
10/3/24,19:15,10,150,1,10,2,0,1711,0,1600
10/3/24,19:15,10,122,0,10,2,0,1711,0,1600
10/3/24,19:30,11,160,1,10,2,0,1711,0,1600
10/3/24,19:30,11,122,0,10,2,0,1711,0,1600
10/3/24,19:45,12,142,1,10,2,0,1711,0,1600
10/3/24,19:45,12,105,0,10,2,0,1711,0,1600
10/4/24,17:00,1,165,1,10,4,0,1711,0,1600
10/4/24,17:00,1,114,0,10,4,0,1711,0,1600
10/4/24,17:15,2,154,1,10,4,0,1711,0,1600
10/4/24,17:15,2,128,0,10,4,0,1711,0,1600
10/4/24,17:30,3,205,1,10,4,0,1711,0,1600
10/4/24,17:30,3,137,0,10,4,0,1711,0,1600
10/4/24,17:45,4,152,1,10,4,0,1711,0,1600
10/4/24,17:45,4,141,0,10,4,0,1711,0,1600
10/4/24,18:00,5,296,1,10,4,0,1711,0,1600
10/4/24,18:00,5,233,0,10,4,0,1711,0,1600
10/4/24,18:15,6,304,1,10,4,0,1711,0,1600
10/4/24,18:15,6,250,0,10,4,0,1711,0,1600
10/4/24,18:30,7,343,1,10,4,0,1711,0,1600
10/4/24,18:30,7,250,0,10,4,0,1711,0,1600
10/4/24,18:45,8,184,1,10,4,0,1711,0,1600
10/4/24,18:45,8,138,0,10,4,0,1711,0,1600
10/4/24,19:00,9,196,1,10,4,0,1711,0,1600
10/4/24,19:00,9,124,0,10,4,0,1711,0,1600
10/4/24,19:15,10,200,1,10,4,0,1711,0,1600
10/4/24,19:15,10,134,0,10,4,0,1711,0,1600
10/4/24,19:30,11,173,1,10,4,0,1711,0,1600
10/4/24,19:30,11,128,0,10,4,0,1711,0,1600
10/4/24,19:45,12,146,1,10,4,0,1711,0,1600
10/4/24,19:45,12,126,0,10,4,0,1711,0,1600
10/7/24,17:00,1,130,1,10,2,0,1711,0,1600
10/7/24,17:00,1,109,0,10,2,0,1711,0,1600
10/7/24,17:15,2,129,1,10,2,0,1711,0,1600
10/7/24,17:15,2,130,0,10,2,0,1711,0,1600
10/7/24,17:30,3,151,1,10,2,0,1711,0,1600
10/7/24,17:30,3,102,0,10,2,0,1711,0,1600
10/7/24,17:45,4,144,1,10,2,0,1711,0,1600
10/7/24,17:45,4,79,0,10,2,0,1711,0,1600
10/7/24,18:00,5,278,1,10,2,0,1711,0,1600
10/7/24,18:00,5,209,0,10,2,0,1711,0,1600
10/7/24,18:15,6,278,1,10,2,0,1711,0,1600
10/7/24,18:15,6,222,0,10,2,0,1711,0,1600
10/7/24,18:30,7,237,1,10,2,0,1711,0,1600
10/7/24,18:30,7,204,0,10,2,0,1711,0,1600
10/7/24,18:45,8,108,1,10,2,0,1711,0,1600
10/7/24,18:45,8,104,0,10,2,0,1711,0,1600
10/7/24,19:00,9,146,1,10,2,0,1711,0,1600
10/7/24,19:00,9,106,0,10,2,0,1711,0,1600
10/7/24,19:15,10,145,1,10,2,0,1711,0,1600
10/7/24,19:15,10,105,0,10,2,0,1711,0,1600
10/7/24,19:30,11,137,1,10,2,0,1711,0,1600
10/7/24,19:30,11,106,0,10,2,0,1711,0,1600
10/7/24,19:45,12,165,1,10,2,0,1711,0,1600
10/7/24,19:45,12,105,0,10,2,0,1711,0,1600
10/8/24,17:00,1,135,1,10,3,0,1711,0,1600
10/8/24,17:00,1,121,0,10,3,0,1711,0,1600
10/8/24,17:15,2,182,1,10,3,0,1711,0,1600
10/8/24,17:15,2,116,0,10,3,0,1711,0,1600
10/8/24,17:30,3,182,1,10,3,0,1711,0,1600
10/8/24,17:30,3,116,0,10,3,0,1711,0,1600
10/8/24,17:45,4,190,1,10,3,0,1711,0,1600
10/8/24,17:45,4,129,0,10,3,0,1711,0,1600
10/8/24,18:00,5,312,1,10,3,0,1711,0,1600
10/8/24,18:00,5,184,0,10,3,0,1711,0,1600
10/8/24,18:15,6,300,1,10,3,0,1711,0,1600
10/8/24,18:15,6,244,0,10,3,0,1711,0,1600
10/8/24,18:30,7,247,1,10,3,0,1711,0,1600
10/8/24,18:30,7,245,0,10,3,0,1711,0,1600
10/8/24,18:45,8,187,1,10,3,0,1711,0,1600
10/8/24,18:45,8,96,0,10,3,0,1711,0,1600
10/8/24,19:00,9,161,1,10,3,0,1711,0,1600
10/8/24,19:00,9,129,0,10,3,0,1711,0,1600
10/8/24,19:15,10,169,1,10,3,0,1711,0,1600
10/8/24,19:15,10,117,0,10,3,0,1711,0,1600
10/8/24,19:30,11,148,1,10,3,0,1711,0,1600
10/8/24,19:30,11,106,0,10,3,0,1711,0,1600
10/8/24,19:45,12,157,1,10,3,0,1711,0,1600
10/8/24,19:45,12,125,0,10,3,0,1711,0,1600
10/9/24,17:00,1,191,1,10,4,0,1711,0,1600
10/9/24,17:00,1,109,0,10,4,0,1711,0,1600
10/9/24,17:15,2,153,1,10,4,0,1711,0,1600
10/9/24,17:15,2,126,0,10,4,0,1711,0,1600
10/9/24,17:30,3,164,1,10,4,0,1711,0,1600
10/9/24,17:30,3,117,0,10,4,0,1711,0,1600
10/9/24,17:45,4,204,1,10,4,0,1711,0,1600
10/9/24,17:45,4,133,0,10,4,0,1711,0,1600
10/9/24,18:00,5,322,1,10,4,0,1711,0,1600
10/9/24,18:00,5,250,0,10,4,0,1711,0,1600
10/9/24,18:15,6,350,1,10,4,0,1711,0,1600
10/9/24,18:15,6,244,0,10,4,0,1711,0,1600
10/9/24,18:30,7,349,1,10,4,0,1711,0,1600
10/9/24,18:30,7,250,0,10,4,0,1711,0,1600
10/9/24,18:45,8,198,1,10,4,0,1711,0,1600
10/9/24,18:45,8,139,0,10,4,0,1711,0,1600
10/9/24,19:00,9,195,1,10,4,0,1711,0,1600
10/9/24,19:00,9,119,0,10,4,0,1711,0,1600
10/9/24,19:15,10,179,1,10,4,0,1711,0,1600
10/9/24,19:15,10,140,0,10,4,0,1711,0,1600
10/9/24,19:30,11,183,1,10,4,0,1711,0,1600
10/9/24,19:30,11,152,0,10,4,0,1711,0,1600
10/9/24,19:45,12,159,1,10,4,0,1711,0,1600
10/9/24,19:45,12,141,0,10,4,0,1711,0,1600
10/10/24,17:00,1,177,1,10,3,0,1711,0,1600
10/10/24,17:00,1,123,0,10,3,0,1711,0,1600
10/10/24,17:15,2,158,1,10,3,0,1711,0,1600
10/10/24,17:15,2,141,0,10,3,0,1711,0,1600
10/10/24,17:30,3,162,1,10,3,0,1711,0,1600
10/10/24,17:30,3,125,0,10,3,0,1711,0,1600
10/10/24,17:45,4,181,1,10,3,0,1711,0,1600
10/10/24,17:45,4,144,0,10,3,0,1711,0,1600
10/10/24,18:00,5,313,1,10,3,0,1711,0,1600
10/10/24,18:00,5,208,0,10,3,0,1711,0,1600
10/10/24,18:15,6,302,1,10,3,0,1711,0,1600
10/10/24,18:15,6,250,0,10,3,0,1711,0,1600
10/10/24,18:30,7,287,1,10,3,0,1711,0,1600
10/10/24,18:30,7,250,0,10,3,0,1711,0,1600
10/10/24,18:45,8,138,1,10,3,0,1711,0,1600
10/10/24,18:45,8,125,0,10,3,0,1711,0,1600
10/10/24,19:00,9,172,1,10,3,0,1711,0,1600
10/10/24,19:00,9,122,0,10,3,0,1711,0,1600
10/10/24,19:15,10,194,1,10,3,0,1711,0,1600
10/10/24,19:15,10,109,0,10,3,0,1711,0,1600
10/10/24,19:30,11,154,1,10,3,0,1711,0,1600
10/10/24,19:30,11,121,0,10,3,0,1711,0,1600
10/10/24,19:45,12,183,1,10,3,0,1711,0,1600
10/10/24,19:45,12,144,0,10,3,0,1711,0,1600
10/11/24,17:00,1,141,1,10,3,0,1711,0,1600
10/11/24,17:00,1,133,0,10,3,0,1711,0,1600
10/11/24,17:15,2,155,1,10,3,0,1711,0,1600
10/11/24,17:15,2,138,0,10,3,0,1711,0,1600
10/11/24,17:30,3,151,1,10,3,0,1711,0,1600
10/11/24,17:30,3,96,0,10,3,0,1711,0,1600
10/11/24,17:45,4,151,1,10,3,0,1711,0,1600
10/11/24,17:45,4,136,0,10,3,0,1711,0,1600
10/11/24,18:00,5,280,1,10,3,0,1711,0,1600
10/11/24,18:00,5,250,0,10,3,0,1711,0,1600
10/11/24,18:15,6,250,1,10,3,0,1711,0,1600
10/11/24,18:15,6,236,0,10,3,0,1711,0,1600
10/11/24,18:30,7,288,1,10,3,0,1711,0,1600
10/11/24,18:30,7,246,0,10,3,0,1711,0,1600
10/11/24,18:45,8,142,1,10,3,0,1711,0,1600
10/11/24,18:45,8,128,0,10,3,0,1711,0,1600
10/11/24,19:00,9,136,1,10,3,0,1711,0,1600
10/11/24,19:00,9,127,0,10,3,0,1711,0,1600
10/11/24,19:15,10,170,1,10,3,0,1711,0,1600
10/11/24,19:15,10,117,0,10,3,0,1711,0,1600
10/11/24,19:30,11,160,1,10,3,0,1711,0,1600
10/11/24,19:30,11,114,0,10,3,0,1711,0,1600
10/11/24,19:45,12,147,1,10,3,0,1711,0,1600
10/11/24,19:45,12,111,0,10,3,0,1711,0,1600
10/14/24,17:00,1,175,1,10,4,0,1711,0,1600
10/14/24,17:00,1,158,0,10,4,0,1711,0,1600
10/14/24,17:15,2,202,1,10,4,0,1711,0,1600
10/14/24,17:15,2,139,0,10,4,0,1711,0,1600
10/14/24,17:30,3,161,1,10,4,0,1711,0,1600
10/14/24,17:30,3,138,0,10,4,0,1711,0,1600
10/14/24,17:45,4,173,1,10,4,0,1711,0,1600
10/14/24,17:45,4,132,0,10,4,0,1711,0,1600
10/14/24,18:00,5,314,1,10,4,0,1711,0,1600
10/14/24,18:00,5,218,0,10,4,0,1711,0,1600
10/14/24,18:15,6,323,1,10,4,0,1711,0,1600
10/14/24,18:15,6,250,0,10,4,0,1711,0,1600
10/14/24,18:30,7,343,1,10,4,0,1711,0,1600
10/14/24,18:30,7,250,0,10,4,0,1711,0,1600
10/14/24,18:45,8,194,1,10,4,0,1711,0,1600
10/14/24,18:45,8,159,0,10,4,0,1711,0,1600
10/14/24,19:00,9,235,1,10,4,0,1711,0,1600
10/14/24,19:00,9,146,0,10,4,0,1711,0,1600
10/14/24,19:15,10,147,1,10,4,0,1711,0,1600
10/14/24,19:15,10,131,0,10,4,0,1711,0,1600
10/14/24,19:30,11,184,1,10,4,0,1711,0,1600
10/14/24,19:30,11,179,0,10,4,0,1711,0,1600
10/14/24,19:45,12,193,1,10,4,0,1711,0,1600
10/14/24,19:45,12,150,0,10,4,0,1711,0,1600
10/15/24,17:00,1,159,1,10,3,0,1711,0,1600
10/15/24,17:00,1,125,0,10,3,0,1711,0,1600
10/15/24,17:15,2,168,1,10,3,0,1711,0,1600
10/15/24,17:15,2,127,0,10,3,0,1711,0,1600
10/15/24,17:30,3,184,1,10,3,0,1711,0,1600
10/15/24,17:30,3,111,0,10,3,0,1711,0,1600
10/15/24,17:45,4,145,1,10,3,0,1711,0,1600
10/15/24,17:45,4,126,0,10,3,0,1711,0,1600
10/15/24,18:00,5,350,1,10,3,0,1711,0,1600
10/15/24,18:00,5,250,0,10,3,0,1711,0,1600
10/15/24,18:15,6,298,1,10,3,0,1711,0,1600
10/15/24,18:15,6,238,0,10,3,0,1711,0,1600
10/15/24,18:30,7,259,1,10,3,0,1711,0,1600
10/15/24,18:30,7,236,0,10,3,0,1711,0,1600
10/15/24,18:45,8,161,1,10,3,0,1711,0,1600
10/15/24,18:45,8,126,0,10,3,0,1711,0,1600
10/15/24,19:00,9,156,1,10,3,0,1711,0,1600
10/15/24,19:00,9,125,0,10,3,0,1711,0,1600
10/15/24,19:15,10,146,1,10,3,0,1711,0,1600
10/15/24,19:15,10,109,0,10,3,0,1711,0,1600
10/15/24,19:30,11,141,1,10,3,0,1711,0,1600
10/15/24,19:30,11,105,0,10,3,0,1711,0,1600
10/15/24,19:45,12,128,1,10,3,0,1711,0,1600
10/15/24,19:45,12,122,0,10,3,0,1711,0,1600
10/16/24,17:00,1,182,1,10,3,0,1711,0,1600
10/16/24,17:00,1,136,0,10,3,0,1711,0,1600
10/16/24,17:15,2,156,1,10,3,0,1711,0,1600
10/16/24,17:15,2,124,0,10,3,0,1711,0,1600
10/16/24,17:30,3,181,1,10,3,0,1711,0,1600
10/16/24,17:30,3,126,0,10,3,0,1711,0,1600
10/16/24,17:45,4,151,1,10,3,0,1711,0,1600
10/16/24,17:45,4,103,0,10,3,0,1711,0,1600
10/16/24,18:00,5,257,1,10,3,0,1711,0,1600
10/16/24,18:00,5,250,0,10,3,0,1711,0,1600
10/16/24,18:15,6,307,1,10,3,0,1711,0,1600
10/16/24,18:15,6,250,0,10,3,0,1711,0,1600
10/16/24,18:30,7,350,1,10,3,0,1711,0,1600
10/16/24,18:30,7,250,0,10,3,0,1711,0,1600
10/16/24,18:45,8,178,1,10,3,0,1711,0,1600
10/16/24,18:45,8,112,0,10,3,0,1711,0,1600
10/16/24,19:00,9,149,1,10,3,0,1711,0,1600
10/16/24,19:00,9,115,0,10,3,0,1711,0,1600
10/16/24,19:15,10,137,1,10,3,0,1711,0,1600
10/16/24,19:15,10,137,0,10,3,0,1711,0,1600
10/16/24,19:30,11,181,1,10,3,0,1711,0,1600
10/16/24,19:30,11,137,0,10,3,0,1711,0,1600
10/16/24,19:45,12,154,1,10,3,0,1711,0,1600
10/16/24,19:45,12,118,0,10,3,0,1711,0,1600
10/17/24,17:00,1,117,1,10,4,0,1711,1,1600
10/17/24,17:00,1,118,0,10,4,0,1711,1,1600
10/17/24,17:15,2,80,1,10,4,0,1711,1,1600
10/17/24,17:15,2,116,0,10,4,0,1711,1,1600
10/17/24,17:30,3,105,1,10,4,0,1711,1,1600
10/17/24,17:30,3,116,0,10,4,0,1711,1,1600
10/17/24,17:45,4,131,1,10,4,0,1711,1,1600
10/17/24,17:45,4,103,0,10,4,0,1711,1,1600
10/17/24,18:00,5,198,1,10,4,0,1711,1,1600
10/17/24,18:00,5,250,0,10,4,0,1711,1,1600
10/17/24,18:15,6,248,1,10,4,0,1711,1,1600
10/17/24,18:15,6,215,0,10,4,0,1711,1,1600
10/17/24,18:30,7,207,1,10,4,0,1711,1,1600
10/17/24,18:30,7,249,0,10,4,0,1711,1,1600
10/17/24,18:45,8,101,1,10,4,0,1711,1,1600
10/17/24,18:45,8,93,0,10,4,0,1711,1,1600
10/17/24,19:00,9,134,1,10,4,0,1711,1,1600
10/17/24,19:00,9,131,0,10,4,0,1711,1,1600
10/17/24,19:15,10,118,1,10,4,0,1711,1,1600
10/17/24,19:15,10,117,0,10,4,0,1711,1,1600
10/17/24,19:30,11,96,1,10,4,0,1711,1,1600
10/17/24,19:30,11,102,0,10,4,0,1711,1,1600
10/17/24,19:45,12,100,1,10,4,0,1711,1,1600
10/17/24,19:45,12,108,0,10,4,0,1711,1,1600
10/18/24,17:00,1,157,1,10,3,0,1711,0,1600
10/18/24,17:00,1,119,0,10,3,0,1711,0,1600
10/18/24,17:15,2,162,1,10,3,0,1711,0,1600
10/18/24,17:15,2,105,0,10,3,0,1711,0,1600
10/18/24,17:30,3,181,1,10,3,0,1711,0,1600
10/18/24,17:30,3,145,0,10,3,0,1711,0,1600
10/18/24,17:45,4,202,1,10,3,0,1711,0,1600
10/18/24,17:45,4,117,0,10,3,0,1711,0,1600
10/18/24,18:00,5,315,1,10,3,0,1711,0,1600
10/18/24,18:00,5,238,0,10,3,0,1711,0,1600
10/18/24,18:15,6,300,1,10,3,0,1711,0,1600
10/18/24,18:15,6,232,0,10,3,0,1711,0,1600
10/18/24,18:30,7,288,1,10,3,0,1711,0,1600
10/18/24,18:30,7,250,0,10,3,0,1711,0,1600
10/18/24,18:45,8,163,1,10,3,0,1711,0,1600
10/18/24,18:45,8,125,0,10,3,0,1711,0,1600
10/18/24,19:00,9,134,1,10,3,0,1711,0,1600
10/18/24,19:00,9,126,0,10,3,0,1711,0,1600
10/18/24,19:15,10,172,1,10,3,0,1711,0,1600
10/18/24,19:15,10,123,0,10,3,0,1711,0,1600
10/18/24,19:30,11,154,1,10,3,0,1711,0,1600
10/18/24,19:30,11,104,0,10,3,0,1711,0,1600
10/18/24,19:45,12,184,1,10,3,0,1711,0,1600
10/18/24,19:45,12,161,0,10,3,0,1711,0,1600
10/21/24,17:00,1,123,1,10,3,0,1711,0,1600
10/21/24,17:00,1,107,0,10,3,0,1711,0,1600
10/21/24,17:15,2,139,1,10,3,0,1711,0,1600
10/21/24,17:15,2,126,0,10,3,0,1711,0,1600
10/21/24,17:30,3,123,1,10,3,0,1711,0,1600
10/21/24,17:30,3,128,0,10,3,0,1711,0,1600
10/21/24,17:45,4,168,1,10,3,0,1711,0,1600
10/21/24,17:45,4,120,0,10,3,0,1711,0,1600
10/21/24,18:00,5,315,1,10,3,0,1711,0,1600
10/21/24,18:00,5,221,0,10,3,0,1711,0,1600
10/21/24,18:15,6,334,1,10,3,0,1711,0,1600
10/21/24,18:15,6,228,0,10,3,0,1711,0,1600
10/21/24,18:30,7,290,1,10,3,0,1711,0,1600
10/21/24,18:30,7,246,0,10,3,0,1711,0,1600
10/21/24,18:45,8,154,1,10,3,0,1711,0,1600
10/21/24,18:45,8,131,0,10,3,0,1711,0,1600
10/21/24,19:00,9,148,1,10,3,0,1711,0,1600
10/21/24,19:00,9,136,0,10,3,0,1711,0,1600
10/21/24,19:15,10,183,1,10,3,0,1711,0,1600
10/21/24,19:15,10,105,0,10,3,0,1711,0,1600
10/21/24,19:30,11,160,1,10,3,0,1711,0,1600
10/21/24,19:30,11,125,0,10,3,0,1711,0,1600
10/21/24,19:45,12,183,1,10,3,0,1711,0,1600
10/21/24,19:45,12,126,0,10,3,0,1711,0,1600
10/22/24,17:00,1,121,1,10,3,0,1711,0,1600
10/22/24,17:00,1,111,0,10,3,0,1711,0,1600
10/22/24,17:15,2,172,1,10,3,0,1711,0,1600
10/22/24,17:15,2,112,0,10,3,0,1711,0,1600
10/22/24,17:30,3,105,1,10,3,0,1711,0,1600
10/22/24,17:30,3,130,0,10,3,0,1711,0,1600
10/22/24,17:45,4,139,1,10,3,0,1711,0,1600
10/22/24,17:45,4,129,0,10,3,0,1711,0,1600
10/22/24,18:00,5,350,1,10,3,0,1711,0,1600
10/22/24,18:00,5,239,0,10,3,0,1711,0,1600
10/22/24,18:15,6,327,1,10,3,0,1711,0,1600
10/22/24,18:15,6,250,0,10,3,0,1711,0,1600
10/22/24,18:30,7,319,1,10,3,0,1711,0,1600
10/22/24,18:30,7,234,0,10,3,0,1711,0,1600
10/22/24,18:45,8,175,1,10,3,0,1711,0,1600
10/22/24,18:45,8,118,0,10,3,0,1711,0,1600
10/22/24,19:00,9,154,1,10,3,0,1711,0,1600
10/22/24,19:00,9,118,0,10,3,0,1711,0,1600
10/22/24,19:15,10,141,1,10,3,0,1711,0,1600
10/22/24,19:15,10,125,0,10,3,0,1711,0,1600
10/22/24,19:30,11,194,1,10,3,0,1711,0,1600
10/22/24,19:30,11,126,0,10,3,0,1711,0,1600
10/22/24,19:45,12,170,1,10,3,0,1711,0,1600
10/22/24,19:45,12,98,0,10,3,0,1711,0,1600
10/23/24,17:00,1,140,1,10,2,0,1711,0,1600
10/23/24,17:00,1,117,0,10,2,0,1711,0,1600
10/23/24,17:15,2,147,1,10,2,0,1711,0,1600
10/23/24,17:15,2,122,0,10,2,0,1711,0,1600
10/23/24,17:30,3,150,1,10,2,0,1711,0,1600
10/23/24,17:30,3,124,0,10,2,0,1711,0,1600
10/23/24,17:45,4,175,1,10,2,0,1711,0,1600
10/23/24,17:45,4,79,0,10,2,0,1711,0,1600
10/23/24,18:00,5,289,1,10,2,0,1711,0,1600
10/23/24,18:00,5,209,0,10,2,0,1711,0,1600
10/23/24,18:15,6,291,1,10,2,0,1711,0,1600
10/23/24,18:15,6,222,0,10,2,0,1711,0,1600
10/23/24,18:30,7,250,1,10,2,0,1711,0,1600
10/23/24,18:30,7,180,0,10,2,0,1711,0,1600
10/23/24,18:45,8,123,1,10,2,0,1711,0,1600
10/23/24,18:45,8,100,0,10,2,0,1711,0,1600
10/23/24,19:00,9,144,1,10,2,0,1711,0,1600
10/23/24,19:00,9,106,0,10,2,0,1711,0,1600
10/23/24,19:15,10,170,1,10,2,0,1711,0,1600
10/23/24,19:15,10,109,0,10,2,0,1711,0,1600
10/23/24,19:30,11,143,1,10,2,0,1711,0,1600
10/23/24,19:30,11,110,0,10,2,0,1711,0,1600
10/23/24,19:45,12,126,1,10,2,0,1711,0,1600
10/23/24,19:45,12,107,0,10,2,0,1711,0,1600
10/24/24,17:00,1,89,1,10,3,0,1711,1,1600
10/24/24,17:00,1,97,0,10,3,0,1711,1,1600
10/24/24,17:15,2,105,1,10,3,0,1711,1,1600
10/24/24,17:15,2,122,0,10,3,0,1711,1,1600
10/24/24,17:30,3,112,1,10,3,0,1711,1,1600
10/24/24,17:30,3,110,0,10,3,0,1711,1,1600
10/24/24,17:45,4,104,1,10,3,0,1711,1,1600
10/24/24,17:45,4,103,0,10,3,0,1711,1,1600
10/24/24,18:00,5,176,1,10,3,0,1711,1,1600
10/24/24,18:00,5,207,0,10,3,0,1711,1,1600
10/24/24,18:15,6,176,1,10,3,0,1711,1,1600
10/24/24,18:15,6,223,0,10,3,0,1711,1,1600
10/24/24,18:30,7,190,1,10,3,0,1711,1,1600
10/24/24,18:30,7,226,0,10,3,0,1711,1,1600
10/24/24,18:45,8,87,1,10,3,0,1711,1,1600
10/24/24,18:45,8,111,0,10,3,0,1711,1,1600
10/24/24,19:00,9,93,1,10,3,0,1711,1,1600
10/24/24,19:00,9,115,0,10,3,0,1711,1,1600
10/24/24,19:15,10,76,1,10,3,0,1711,1,1600
10/24/24,19:15,10,97,0,10,3,0,1711,1,1600
10/24/24,19:30,11,95,1,10,3,0,1711,1,1600
10/24/24,19:30,11,141,0,10,3,0,1711,1,1600
10/24/24,19:45,12,128,1,10,3,0,1711,1,1600
10/24/24,19:45,12,115,0,10,3,0,1711,1,1600
10/25/24,17:00,1,211,1,10,3,0,1711,0,1600
10/25/24,17:00,1,121,0,10,3,0,1711,0,1600
10/25/24,17:15,2,190,1,10,3,0,1711,0,1600
10/25/24,17:15,2,117,0,10,3,0,1711,0,1600
10/25/24,17:30,3,163,1,10,3,0,1711,0,1600
10/25/24,17:30,3,122,0,10,3,0,1711,0,1600
10/25/24,17:45,4,156,1,10,3,0,1711,0,1600
10/25/24,17:45,4,110,0,10,3,0,1711,0,1600
10/25/24,18:00,5,242,1,10,3,0,1711,0,1600
10/25/24,18:00,5,250,0,10,3,0,1711,0,1600
10/25/24,18:15,6,296,1,10,3,0,1711,0,1600
